,vid,HG03453,HG01891,HG02559,HG01978,HG00673,HG00741,HG02486,HG00735,HG01258,HG01106,HG03516,HG03579,HG01123,HG03540,HG02622,HG02717,HG01928,HG01952,HG02572,HG02148,HG01358,HG02886,HG00438,HG01175,HG02630,HG00621,HG01361,HG02257
722681,722681.0,45.0,35.0,46.0,52.0,45.0,33.0,33.0,47.0,42.0,35.0,38.0,45.0,33.0,44.0,49.0,32.0,31.0,40.0,29.0,48.0,36.0,26.0,42.0,26.0,39.0,40.0,49.0,40.0
723149,723149.0,54.0,43.0,47.0,31.0,39.0,28.0,42.0,43.0,37.0,35.0,36.0,37.0,48.0,63.0,69.0,48.0,36.0,39.0,33.0,36.0,35.0,32.0,39.0,36.0,48.0,45.0,36.0,34.0
723191,723191.0,47.0,34.0,37.0,36.0,33.0,25.0,34.0,43.0,31.0,40.0,34.0,41.0,36.0,53.0,44.0,44.0,41.0,38.0,25.0,36.0,34.0,36.0,26.0,35.0,47.0,48.0,45.0,42.0
723193,723193.0,46.0,34.0,37.0,36.0,33.0,25.0,35.0,43.0,30.0,40.0,34.0,41.0,36.0,53.0,44.0,44.0,41.0,38.0,25.0,36.0,34.0,36.0,26.0,35.0,48.0,48.0,45.0,42.0
723244,723244.0,43.0,55.0,44.0,46.0,40.0,35.0,34.0,38.0,55.0,34.0,37.0,46.0,46.0,53.0,41.0,48.0,43.0,47.0,38.0,45.0,56.0,37.0,36.0,47.0,40.0,45.0,49.0,36.0
723434,723434.0,54.0,32.0,36.0,49.0,42.0,44.0,39.0,43.0,35.0,27.0,29.0,35.0,27.0,34.0,47.0,49.0,31.0,54.0,31.0,47.0,33.0,27.0,30.0,28.0,32.0,35.0,44.0,26.0
723566,723566.0,47.0,45.0,35.0,50.0,33.0,42.0,40.0,53.0,47.0,48.0,32.0,42.0,50.0,58.0,39.0,59.0,41.0,47.0,38.0,45.0,52.0,32.0,48.0,32.0,38.0,46.0,43.0,39.0
723592,723592.0,42.0,37.0,35.0,37.0,43.0,40.0,43.0,40.0,37.0,38.0,36.0,36.0,40.0,50.0,40.0,51.0,38.0,47.0,30.0,26.0,34.0,26.0,56.0,28.0,39.0,46.0,44.0,35.0
723723,723723.0,45.0,46.0,41.0,44.0,37.0,38.0,48.0,58.0,41.0,38.0,42.0,47.0,47.0,53.0,46.0,60.0,33.0,40.0,32.0,34.0,35.0,28.0,41.0,34.0,45.0,42.0,60.0,37.0
723934,723934.0,50.0,34.0,41.0,47.0,43.0,49.0,45.0,50.0,49.0,42.0,33.0,37.0,33.0,55.0,42.0,54.0,51.0,36.0,23.0,50.0,37.0,42.0,48.0,51.0,31.0,43.0,54.0,48.0
724103,724103.0,55.0,38.0,46.0,19.0,38.0,40.0,52.0,39.0,24.0,35.0,45.0,35.0,35.0,45.0,54.0,54.0,25.0,25.0,37.0,41.0,45.0,31.0,27.0,26.0,38.0,43.0,40.0,40.0
724136,724136.0,30.0,29.0,40.0,26.0,42.0,23.0,27.0,26.0,28.0,43.0,24.0,26.0,30.0,46.0,44.0,41.0,29.0,27.0,13.0,37.0,29.0,31.0,24.0,22.0,34.0,42.0,42.0,23.0
724137,724137.0,30.0,29.0,40.0,26.0,42.0,23.0,27.0,26.0,28.0,43.0,24.0,26.0,30.0,46.0,44.0,41.0,29.0,27.0,13.0,37.0,29.0,31.0,24.0,22.0,34.0,42.0,42.0,23.0
724141,724141.0,30.0,35.0,35.0,26.0,36.0,23.0,32.0,31.0,32.0,38.0,35.0,42.0,28.0,48.0,39.0,44.0,25.0,19.0,19.0,31.0,33.0,27.0,32.0,31.0,37.0,30.0,28.0,22.0
724162,724162.0,45.0,41.0,45.0,32.0,40.0,36.0,37.0,36.0,24.0,48.0,37.0,42.0,42.0,38.0,39.0,46.0,27.0,42.0,37.0,30.0,39.0,33.0,52.0,40.0,44.0,45.0,32.0,46.0
724164,724164.0,44.0,40.0,45.0,32.0,40.0,36.0,37.0,37.0,22.0,47.0,35.0,41.0,42.0,38.0,39.0,46.0,27.0,43.0,37.0,30.0,36.0,32.0,51.0,40.0,42.0,45.0,32.0,47.0
724165,724165.0,44.0,39.0,45.0,32.0,43.0,35.0,37.0,38.0,22.0,47.0,37.0,42.0,41.0,38.0,40.0,47.0,27.0,43.0,38.0,30.0,36.0,32.0,51.0,41.0,41.0,47.0,32.0,48.0
724296,724296.0,50.0,49.0,33.0,45.0,29.0,43.0,35.0,43.0,30.0,40.0,46.0,43.0,39.0,44.0,57.0,46.0,39.0,37.0,31.0,42.0,37.0,25.0,37.0,45.0,39.0,37.0,44.0,40.0
724297,724297.0,49.0,51.0,33.0,45.0,29.0,44.0,36.0,43.0,32.0,37.0,45.0,45.0,38.0,46.0,58.0,47.0,39.0,35.0,32.0,43.0,36.0,26.0,37.0,46.0,38.0,37.0,44.0,39.0
724352,724352.0,51.0,38.0,47.0,43.0,41.0,28.0,39.0,49.0,44.0,34.0,41.0,45.0,44.0,59.0,44.0,48.0,29.0,50.0,33.0,33.0,47.0,44.0,32.0,44.0,47.0,39.0,53.0,29.0
724483,724483.0,59.0,44.0,43.0,49.0,36.0,41.0,51.0,40.0,46.0,39.0,46.0,36.0,46.0,42.0,56.0,52.0,46.0,37.0,30.0,43.0,44.0,43.0,53.0,47.0,41.0,53.0,40.0,43.0
724549,724549.0,42.0,35.0,37.0,28.0,31.0,45.0,40.0,37.0,42.0,35.0,41.0,46.0,40.0,50.0,49.0,58.0,40.0,57.0,34.0,44.0,33.0,38.0,46.0,38.0,34.0,38.0,40.0,38.0
724608,724608.0,49.0,41.0,41.0,44.0,47.0,32.0,42.0,50.0,34.0,41.0,50.0,46.0,37.0,44.0,45.0,49.0,32.0,47.0,33.0,46.0,38.0,30.0,47.0,40.0,41.0,33.0,44.0,40.0
725073,725073.0,35.0,52.0,44.0,41.0,42.0,43.0,41.0,38.0,36.0,33.0,33.0,50.0,39.0,58.0,42.0,45.0,39.0,29.0,32.0,43.0,33.0,34.0,49.0,38.0,38.0,33.0,42.0,37.0
725074,725074.0,35.0,52.0,45.0,42.0,43.0,43.0,41.0,38.0,36.0,33.0,33.0,47.0,38.0,58.0,42.0,44.0,39.0,29.0,32.0,43.0,33.0,34.0,49.0,38.0,38.0,33.0,42.0,36.0
725331,725331.0,48.0,58.0,51.0,32.0,44.0,32.0,43.0,38.0,51.0,51.0,38.0,44.0,39.0,48.0,55.0,57.0,42.0,36.0,32.0,42.0,39.0,35.0,48.0,48.0,42.0,48.0,50.0,54.0
725405,725405.0,51.0,47.0,45.0,34.0,43.0,49.0,45.0,44.0,41.0,40.0,39.0,55.0,48.0,58.0,64.0,63.0,41.0,28.0,30.0,34.0,38.0,43.0,47.0,54.0,49.0,50.0,44.0,48.0
725431,725431.0,42.0,40.0,45.0,49.0,53.0,41.0,53.0,38.0,41.0,39.0,29.0,39.0,28.0,64.0,59.0,39.0,42.0,62.0,36.0,42.0,54.0,36.0,45.0,42.0,37.0,43.0,41.0,43.0
725432,725432.0,42.0,40.0,45.0,49.0,53.0,41.0,53.0,38.0,41.0,39.0,29.0,39.0,28.0,64.0,59.0,39.0,42.0,62.0,36.0,42.0,54.0,36.0,45.0,42.0,37.0,43.0,41.0,43.0
725597,725597.0,36.0,47.0,46.0,31.0,53.0,33.0,36.0,49.0,29.0,36.0,36.0,37.0,49.0,49.0,52.0,54.0,34.0,37.0,35.0,35.0,34.0,49.0,34.0,38.0,38.0,55.0,51.0,36.0
725629,725629.0,40.0,41.0,41.0,40.0,31.0,30.0,48.0,52.0,40.0,30.0,29.0,33.0,36.0,49.0,41.0,43.0,38.0,49.0,34.0,38.0,42.0,30.0,46.0,35.0,35.0,40.0,41.0,31.0
725985,725985.0,44.0,38.0,41.0,46.0,36.0,38.0,40.0,37.0,44.0,35.0,38.0,45.0,42.0,50.0,58.0,51.0,48.0,55.0,32.0,48.0,37.0,44.0,46.0,38.0,35.0,40.0,45.0,43.0
726104,726104.0,67.0,41.0,55.0,32.0,31.0,38.0,41.0,44.0,42.0,45.0,37.0,58.0,38.0,48.0,72.0,51.0,38.0,38.0,36.0,38.0,42.0,27.0,53.0,48.0,33.0,48.0,57.0,34.0
726145,726145.0,44.0,40.0,44.0,35.0,50.0,41.0,35.0,49.0,42.0,38.0,36.0,42.0,33.0,55.0,50.0,51.0,41.0,40.0,31.0,35.0,35.0,34.0,39.0,31.0,44.0,38.0,44.0,34.0
726177,726177.0,47.0,28.0,42.0,43.0,44.0,34.0,43.0,43.0,38.0,41.0,30.0,42.0,40.0,60.0,51.0,47.0,39.0,33.0,29.0,42.0,36.0,41.0,32.0,44.0,47.0,41.0,45.0,38.0
726385,726385.0,54.0,43.0,51.0,51.0,46.0,49.0,53.0,41.0,38.0,41.0,43.0,41.0,51.0,58.0,37.0,51.0,44.0,50.0,41.0,51.0,48.0,28.0,34.0,44.0,38.0,48.0,52.0,44.0
726513,726513.0,43.0,35.0,38.0,34.0,33.0,38.0,40.0,46.0,28.0,36.0,33.0,38.0,36.0,46.0,51.0,51.0,28.0,58.0,39.0,36.0,45.0,40.0,46.0,36.0,35.0,39.0,32.0,37.0
726650,726650.0,42.0,30.0,20.0,32.0,29.0,41.0,35.0,24.0,17.0,35.0,53.0,34.0,37.0,42.0,39.0,46.0,32.0,39.0,24.0,44.0,32.0,30.0,22.0,39.0,29.0,30.0,38.0,32.0
726654,726654.0,41.0,32.0,24.0,33.0,32.0,25.0,35.0,33.0,32.0,40.0,41.0,36.0,35.0,31.0,38.0,40.0,29.0,30.0,23.0,33.0,45.0,37.0,35.0,37.0,36.0,28.0,42.0,28.0
726686,726686.0,35.0,30.0,33.0,21.0,32.0,25.0,23.0,22.0,21.0,24.0,29.0,38.0,29.0,43.0,27.0,37.0,16.0,27.0,29.0,26.0,26.0,32.0,35.0,28.0,35.0,35.0,16.0,36.0
726780,726780.0,25.0,25.0,37.0,43.0,35.0,25.0,19.0,32.0,31.0,39.0,22.0,25.0,32.0,60.0,34.0,37.0,37.0,36.0,12.0,37.0,39.0,28.0,23.0,44.0,21.0,29.0,36.0,29.0
726781,726781.0,25.0,25.0,37.0,43.0,35.0,25.0,19.0,32.0,31.0,40.0,24.0,25.0,32.0,60.0,34.0,38.0,37.0,36.0,12.0,37.0,39.0,28.0,23.0,44.0,21.0,29.0,36.0,29.0
726846,726846.0,35.0,41.0,37.0,28.0,45.0,35.0,40.0,40.0,27.0,34.0,38.0,42.0,29.0,49.0,43.0,47.0,31.0,42.0,24.0,30.0,36.0,31.0,54.0,33.0,31.0,27.0,33.0,42.0
726847,726847.0,35.0,41.0,37.0,28.0,45.0,35.0,40.0,40.0,27.0,34.0,38.0,42.0,29.0,49.0,44.0,47.0,31.0,42.0,24.0,30.0,36.0,31.0,54.0,33.0,31.0,27.0,33.0,42.0
726848,726848.0,35.0,41.0,37.0,28.0,45.0,35.0,40.0,38.0,27.0,34.0,38.0,42.0,29.0,49.0,43.0,47.0,31.0,42.0,24.0,30.0,36.0,31.0,54.0,33.0,31.0,27.0,33.0,42.0
727038,727038.0,35.0,40.0,46.0,38.0,47.0,41.0,44.0,49.0,31.0,46.0,37.0,33.0,39.0,45.0,43.0,48.0,40.0,58.0,26.0,36.0,53.0,37.0,42.0,46.0,40.0,44.0,54.0,37.0
727579,727579.0,48.0,33.0,41.0,29.0,40.0,36.0,25.0,30.0,30.0,34.0,29.0,45.0,27.0,56.0,36.0,47.0,31.0,35.0,27.0,41.0,35.0,34.0,39.0,35.0,45.0,33.0,24.0,25.0
727623,727623.0,47.0,47.0,48.0,43.0,40.0,50.0,48.0,53.0,41.0,39.0,50.0,50.0,36.0,65.0,33.0,49.0,32.0,34.0,41.0,41.0,38.0,33.0,49.0,37.0,36.0,32.0,46.0,38.0
727666,727666.0,34.0,37.0,37.0,40.0,37.0,32.0,36.0,38.0,32.0,30.0,36.0,48.0,46.0,44.0,50.0,36.0,31.0,51.0,30.0,36.0,28.0,40.0,45.0,42.0,35.0,44.0,31.0,34.0
727843,727843.0,49.0,37.0,43.0,47.0,51.0,55.0,36.0,41.0,30.0,34.0,43.0,44.0,41.0,54.0,68.0,58.0,34.0,44.0,29.0,46.0,40.0,36.0,39.0,42.0,42.0,54.0,40.0,34.0
727997,727997.0,48.0,27.0,37.0,31.0,36.0,34.0,39.0,35.0,29.0,34.0,27.0,32.0,32.0,47.0,38.0,47.0,39.0,34.0,17.0,32.0,34.0,33.0,28.0,32.0,38.0,38.0,39.0,42.0
727999,727999.0,45.0,29.0,37.0,31.0,37.0,34.0,38.0,36.0,28.0,33.0,26.0,33.0,32.0,47.0,38.0,47.0,37.0,33.0,18.0,33.0,34.0,32.0,27.0,34.0,40.0,38.0,38.0,45.0
728354,728354.0,34.0,54.0,57.0,39.0,36.0,31.0,44.0,43.0,27.0,50.0,40.0,36.0,44.0,44.0,42.0,45.0,35.0,40.0,41.0,37.0,44.0,42.0,37.0,30.0,27.0,34.0,41.0,47.0
728377,728377.0,46.0,34.0,50.0,32.0,45.0,44.0,41.0,56.0,39.0,35.0,38.0,35.0,34.0,41.0,49.0,39.0,46.0,48.0,39.0,42.0,42.0,31.0,42.0,40.0,24.0,26.0,44.0,32.0
728638,728638.0,45.0,40.0,49.0,26.0,39.0,24.0,42.0,44.0,44.0,37.0,29.0,42.0,48.0,48.0,51.0,41.0,33.0,35.0,33.0,37.0,23.0,26.0,40.0,25.0,30.0,43.0,42.0,24.0
729319,729319.0,51.0,43.0,51.0,39.0,41.0,47.0,51.0,46.0,46.0,36.0,36.0,47.0,34.0,53.0,52.0,55.0,43.0,44.0,32.0,45.0,48.0,24.0,50.0,46.0,41.0,42.0,45.0,41.0
729333,729333.0,43.0,42.0,46.0,59.0,38.0,43.0,42.0,49.0,35.0,42.0,43.0,59.0,44.0,48.0,47.0,40.0,46.0,63.0,25.0,34.0,47.0,30.0,56.0,40.0,49.0,42.0,44.0,35.0
729421,729421.0,48.0,33.0,39.0,43.0,48.0,28.0,42.0,44.0,25.0,35.0,27.0,33.0,34.0,51.0,45.0,46.0,28.0,49.0,30.0,43.0,29.0,25.0,29.0,42.0,35.0,36.0,48.0,39.0
729432,729432.0,44.0,37.0,36.0,33.0,48.0,41.0,42.0,42.0,37.0,28.0,37.0,39.0,43.0,37.0,51.0,56.0,42.0,46.0,28.0,44.0,40.0,34.0,36.0,31.0,27.0,37.0,31.0,35.0
729451,729451.0,33.0,37.0,38.0,40.0,31.0,41.0,45.0,57.0,27.0,34.0,35.0,41.0,31.0,43.0,43.0,45.0,39.0,46.0,34.0,43.0,34.0,42.0,37.0,30.0,56.0,43.0,42.0,28.0
729472,729472.0,41.0,31.0,41.0,40.0,42.0,35.0,40.0,36.0,45.0,28.0,28.0,36.0,41.0,36.0,39.0,41.0,36.0,37.0,40.0,44.0,33.0,36.0,43.0,48.0,38.0,39.0,39.0,38.0
729475,729475.0,47.0,46.0,45.0,34.0,46.0,34.0,42.0,41.0,48.0,25.0,29.0,41.0,36.0,38.0,53.0,51.0,35.0,43.0,46.0,43.0,43.0,36.0,44.0,40.0,46.0,42.0,38.0,37.0
729494,729494.0,36.0,36.0,40.0,46.0,35.0,31.0,32.0,58.0,37.0,40.0,31.0,39.0,35.0,61.0,36.0,33.0,38.0,43.0,42.0,43.0,39.0,34.0,37.0,30.0,35.0,37.0,38.0,33.0
729509,729509.0,49.0,48.0,64.0,46.0,42.0,38.0,36.0,40.0,37.0,37.0,34.0,36.0,48.0,46.0,37.0,44.0,38.0,49.0,26.0,36.0,37.0,39.0,37.0,32.0,40.0,38.0,57.0,25.0
729512,729512.0,59.0,53.0,52.0,43.0,52.0,46.0,38.0,43.0,47.0,39.0,45.0,42.0,43.0,58.0,44.0,51.0,34.0,50.0,35.0,43.0,42.0,40.0,30.0,40.0,43.0,52.0,58.0,34.0
729596,729596.0,42.0,44.0,53.0,45.0,43.0,61.0,48.0,56.0,38.0,41.0,74.0,45.0,47.0,58.0,56.0,72.0,39.0,45.0,34.0,46.0,63.0,30.0,46.0,34.0,48.0,49.0,47.0,44.0
729739,729739.0,45.0,24.0,31.0,42.0,46.0,44.0,52.0,52.0,36.0,54.0,35.0,31.0,42.0,45.0,50.0,45.0,28.0,36.0,32.0,37.0,48.0,38.0,47.0,31.0,44.0,38.0,43.0,40.0
729815,729815.0,41.0,32.0,44.0,44.0,52.0,36.0,43.0,49.0,34.0,43.0,42.0,37.0,50.0,36.0,45.0,41.0,40.0,45.0,38.0,32.0,28.0,34.0,48.0,36.0,35.0,37.0,45.0,39.0
729911,729911.0,39.0,38.0,37.0,37.0,47.0,24.0,49.0,37.0,37.0,35.0,36.0,30.0,37.0,42.0,36.0,48.0,45.0,44.0,39.0,47.0,40.0,31.0,39.0,45.0,25.0,43.0,44.0,49.0
729928,729928.0,38.0,32.0,45.0,33.0,38.0,42.0,44.0,49.0,49.0,39.0,30.0,38.0,37.0,48.0,35.0,50.0,41.0,32.0,30.0,47.0,36.0,37.0,54.0,36.0,45.0,38.0,49.0,48.0
729929,729929.0,38.0,32.0,45.0,33.0,39.0,42.0,44.0,49.0,49.0,39.0,30.0,38.0,37.0,48.0,36.0,50.0,41.0,32.0,30.0,47.0,37.0,37.0,55.0,36.0,45.0,38.0,49.0,48.0
729931,729931.0,39.0,29.0,44.0,33.0,37.0,42.0,43.0,50.0,48.0,37.0,30.0,39.0,36.0,43.0,35.0,50.0,40.0,31.0,26.0,49.0,35.0,36.0,54.0,35.0,46.0,36.0,48.0,47.0
729942,729942.0,39.0,34.0,44.0,37.0,37.0,44.0,34.0,41.0,32.0,37.0,32.0,61.0,49.0,62.0,38.0,52.0,44.0,42.0,29.0,36.0,44.0,26.0,43.0,32.0,27.0,40.0,32.0,34.0
729954,729954.0,27.0,38.0,41.0,32.0,32.0,35.0,41.0,29.0,37.0,43.0,39.0,28.0,32.0,44.0,36.0,46.0,28.0,34.0,17.0,29.0,33.0,30.0,48.0,31.0,33.0,43.0,39.0,43.0
730189,730189.0,34.0,27.0,31.0,42.0,40.0,34.0,45.0,31.0,31.0,45.0,38.0,29.0,38.0,44.0,52.0,36.0,30.0,38.0,33.0,31.0,35.0,31.0,36.0,38.0,39.0,45.0,34.0,29.0
730269,730269.0,49.0,33.0,40.0,39.0,37.0,48.0,49.0,39.0,26.0,39.0,34.0,41.0,42.0,66.0,46.0,46.0,48.0,46.0,30.0,38.0,27.0,33.0,41.0,32.0,29.0,44.0,49.0,41.0
730280,730280.0,36.0,25.0,32.0,36.0,37.0,39.0,38.0,42.0,46.0,29.0,31.0,33.0,43.0,51.0,40.0,56.0,36.0,42.0,38.0,44.0,35.0,30.0,48.0,42.0,44.0,43.0,39.0,40.0
730283,730283.0,35.0,25.0,37.0,31.0,38.0,36.0,36.0,41.0,45.0,30.0,42.0,37.0,42.0,67.0,41.0,48.0,40.0,41.0,36.0,42.0,34.0,26.0,39.0,36.0,36.0,45.0,34.0,38.0
730291,730291.0,47.0,46.0,49.0,38.0,42.0,53.0,44.0,44.0,29.0,48.0,28.0,47.0,33.0,53.0,42.0,38.0,45.0,47.0,39.0,31.0,36.0,19.0,47.0,39.0,36.0,40.0,44.0,46.0
730296,730296.0,39.0,44.0,48.0,45.0,41.0,44.0,43.0,52.0,34.0,53.0,41.0,37.0,45.0,49.0,54.0,42.0,41.0,49.0,35.0,32.0,35.0,34.0,50.0,44.0,29.0,43.0,46.0,44.0
730311,730311.0,49.0,47.0,41.0,32.0,39.0,48.0,46.0,32.0,37.0,27.0,40.0,38.0,44.0,51.0,53.0,39.0,33.0,37.0,39.0,46.0,40.0,41.0,42.0,36.0,38.0,40.0,53.0,31.0
730321,730321.0,49.0,30.0,41.0,48.0,42.0,45.0,31.0,52.0,41.0,45.0,28.0,37.0,37.0,39.0,49.0,38.0,42.0,49.0,27.0,36.0,35.0,26.0,44.0,34.0,37.0,32.0,29.0,39.0
730322,730322.0,49.0,30.0,42.0,49.0,42.0,45.0,31.0,52.0,41.0,45.0,28.0,38.0,37.0,39.0,50.0,38.0,42.0,50.0,27.0,36.0,35.0,26.0,44.0,34.0,37.0,32.0,29.0,39.0
730324,730324.0,37.0,37.0,47.0,49.0,43.0,49.0,50.0,46.0,49.0,35.0,27.0,28.0,32.0,55.0,48.0,58.0,30.0,50.0,28.0,40.0,45.0,31.0,51.0,43.0,36.0,40.0,42.0,42.0
730351,730351.0,47.0,53.0,42.0,44.0,44.0,36.0,47.0,36.0,26.0,41.0,32.0,34.0,50.0,48.0,50.0,53.0,45.0,56.0,18.0,43.0,30.0,33.0,35.0,33.0,47.0,40.0,35.0,36.0
730364,730364.0,57.0,33.0,39.0,29.0,40.0,41.0,36.0,53.0,40.0,28.0,38.0,39.0,37.0,48.0,35.0,51.0,33.0,36.0,34.0,46.0,44.0,34.0,38.0,38.0,39.0,48.0,46.0,32.0
730365,730365.0,57.0,33.0,39.0,29.0,40.0,42.0,36.0,53.0,40.0,28.0,38.0,39.0,37.0,48.0,35.0,51.0,33.0,36.0,34.0,46.0,44.0,34.0,39.0,39.0,39.0,48.0,46.0,32.0
730366,730366.0,57.0,33.0,39.0,29.0,40.0,41.0,37.0,53.0,40.0,28.0,38.0,39.0,37.0,48.0,35.0,51.0,33.0,36.0,34.0,46.0,44.0,34.0,38.0,38.0,39.0,48.0,46.0,32.0
730376,730376.0,59.0,39.0,48.0,38.0,48.0,50.0,45.0,45.0,45.0,44.0,43.0,35.0,35.0,59.0,44.0,44.0,39.0,50.0,42.0,48.0,42.0,40.0,49.0,31.0,52.0,37.0,47.0,27.0
730377,730377.0,36.0,41.0,50.0,47.0,46.0,48.0,31.0,49.0,31.0,38.0,39.0,46.0,53.0,60.0,58.0,39.0,43.0,55.0,39.0,43.0,45.0,37.0,48.0,44.0,46.0,36.0,39.0,38.0
730386,730386.0,49.0,47.0,49.0,32.0,47.0,32.0,45.0,44.0,37.0,54.0,30.0,35.0,46.0,53.0,49.0,56.0,41.0,39.0,37.0,38.0,49.0,36.0,46.0,37.0,27.0,44.0,44.0,38.0
730620,730620.0,43.0,44.0,39.0,25.0,48.0,23.0,38.0,35.0,40.0,32.0,37.0,38.0,30.0,41.0,47.0,49.0,23.0,41.0,29.0,34.0,39.0,29.0,55.0,31.0,30.0,26.0,29.0,36.0
730621,730621.0,43.0,44.0,39.0,26.0,48.0,23.0,40.0,35.0,40.0,32.0,37.0,38.0,30.0,42.0,48.0,49.0,24.0,41.0,29.0,35.0,39.0,29.0,55.0,32.0,30.0,26.0,29.0,36.0
730768,730768.0,47.0,41.0,52.0,43.0,39.0,36.0,47.0,36.0,23.0,31.0,46.0,39.0,22.0,53.0,58.0,54.0,33.0,42.0,23.0,41.0,37.0,37.0,41.0,25.0,53.0,39.0,59.0,32.0
730769,730769.0,44.0,41.0,52.0,45.0,39.0,38.0,46.0,37.0,24.0,34.0,45.0,31.0,27.0,57.0,63.0,53.0,38.0,47.0,19.0,39.0,38.0,35.0,42.0,32.0,49.0,39.0,61.0,34.0
730817,730817.0,43.0,33.0,49.0,26.0,51.0,42.0,40.0,24.0,25.0,40.0,34.0,51.0,36.0,42.0,45.0,48.0,27.0,40.0,28.0,43.0,30.0,35.0,44.0,32.0,48.0,47.0,30.0,41.0
730847,730847.0,38.0,33.0,36.0,30.0,48.0,45.0,31.0,39.0,37.0,44.0,35.0,54.0,39.0,52.0,60.0,55.0,35.0,46.0,28.0,29.0,38.0,29.0,34.0,12.0,53.0,39.0,52.0,39.0
730848,730848.0,38.0,33.0,36.0,30.0,48.0,45.0,31.0,39.0,37.0,44.0,35.0,54.0,39.0,52.0,60.0,55.0,35.0,46.0,28.0,29.0,38.0,29.0,34.0,13.0,53.0,40.0,52.0,39.0
730903,730903.0,42.0,50.0,38.0,27.0,44.0,28.0,46.0,38.0,42.0,23.0,41.0,10.0,43.0,40.0,42.0,46.0,30.0,37.0,43.0,25.0,11.0,41.0,24.0,39.0,33.0,37.0,45.0,40.0
730904,730904.0,43.0,50.0,40.0,28.0,42.0,28.0,45.0,38.0,43.0,22.0,43.0,10.0,45.0,40.0,41.0,45.0,32.0,37.0,42.0,28.0,11.0,41.0,25.0,37.0,32.0,36.0,43.0,42.0
730928,730928.0,42.0,35.0,47.0,42.0,47.0,35.0,43.0,45.0,36.0,51.0,46.0,51.0,38.0,56.0,57.0,59.0,32.0,43.0,20.0,33.0,47.0,49.0,53.0,37.0,55.0,54.0,50.0,49.0
730966,730966.0,46.0,44.0,56.0,50.0,54.0,45.0,51.0,50.0,41.0,42.0,44.0,47.0,43.0,57.0,64.0,44.0,31.0,47.0,28.0,44.0,31.0,44.0,31.0,48.0,47.0,51.0,44.0,42.0
731000,731000.0,40.0,47.0,44.0,47.0,44.0,40.0,52.0,52.0,34.0,53.0,44.0,30.0,31.0,40.0,43.0,47.0,43.0,54.0,47.0,36.0,49.0,31.0,56.0,29.0,37.0,43.0,47.0,47.0
731038,731038.0,51.0,47.0,39.0,34.0,40.0,31.0,42.0,46.0,42.0,45.0,38.0,39.0,40.0,43.0,55.0,46.0,28.0,41.0,38.0,40.0,42.0,26.0,44.0,48.0,36.0,40.0,45.0,32.0
731090,731090.0,51.0,49.0,43.0,41.0,62.0,35.0,39.0,41.0,31.0,40.0,34.0,56.0,35.0,42.0,45.0,57.0,40.0,46.0,28.0,29.0,34.0,41.0,35.0,41.0,44.0,48.0,29.0,46.0
731099,731099.0,33.0,40.0,40.0,40.0,33.0,30.0,30.0,30.0,38.0,32.0,31.0,41.0,35.0,47.0,49.0,27.0,27.0,46.0,22.0,38.0,30.0,34.0,29.0,38.0,34.0,46.0,28.0,34.0
731117,731117.0,48.0,44.0,44.0,28.0,52.0,29.0,32.0,40.0,40.0,40.0,15.0,44.0,43.0,53.0,51.0,51.0,31.0,38.0,18.0,30.0,26.0,36.0,28.0,39.0,42.0,30.0,27.0,35.0
731168,731168.0,42.0,42.0,37.0,42.0,46.0,30.0,41.0,40.0,34.0,31.0,37.0,61.0,29.0,53.0,45.0,40.0,25.0,34.0,35.0,48.0,38.0,39.0,38.0,26.0,40.0,45.0,41.0,34.0
731223,731223.0,48.0,43.0,32.0,32.0,42.0,43.0,30.0,51.0,32.0,40.0,41.0,35.0,34.0,47.0,50.0,47.0,31.0,39.0,35.0,36.0,30.0,27.0,38.0,36.0,41.0,43.0,54.0,41.0
731224,731224.0,48.0,43.0,32.0,31.0,42.0,43.0,30.0,50.0,32.0,40.0,41.0,34.0,33.0,47.0,50.0,47.0,29.0,39.0,33.0,35.0,30.0,26.0,38.0,36.0,41.0,41.0,53.0,41.0
731226,731226.0,55.0,47.0,38.0,35.0,49.0,47.0,35.0,55.0,36.0,44.0,44.0,39.0,40.0,54.0,57.0,52.0,34.0,42.0,38.0,42.0,35.0,34.0,40.0,43.0,51.0,44.0,59.0,43.0
731227,731227.0,57.0,45.0,41.0,35.0,48.0,44.0,34.0,53.0,35.0,44.0,46.0,41.0,37.0,56.0,59.0,52.0,31.0,42.0,36.0,39.0,36.0,33.0,40.0,45.0,50.0,42.0,55.0,47.0
731228,731228.0,57.0,46.0,41.0,35.0,48.0,44.0,34.0,53.0,35.0,44.0,46.0,41.0,37.0,56.0,59.0,52.0,32.0,42.0,36.0,39.0,36.0,33.0,40.0,45.0,50.0,42.0,55.0,47.0
731229,731229.0,57.0,45.0,40.0,35.0,48.0,44.0,34.0,53.0,35.0,44.0,46.0,41.0,37.0,56.0,59.0,51.0,31.0,42.0,36.0,39.0,36.0,33.0,40.0,44.0,50.0,42.0,55.0,46.0
731247,731247.0,35.0,33.0,42.0,40.0,47.0,46.0,36.0,46.0,36.0,37.0,33.0,50.0,34.0,52.0,51.0,49.0,30.0,44.0,42.0,45.0,31.0,30.0,34.0,28.0,44.0,41.0,45.0,31.0
